heartbeat,temperature,spo2,heat_illness_risk
83,36.4,95.5,3.9
78,36.8,95.9,9.6
90,36.3,93.4,8.2
83,37,94.9,17.1
92,36.6,95.3,11
84,36.5,96,5.2
90,36.8,97,11
93,36.8,95.9,14.1
84,36.1,96.6,0
93,36.2,98.1,0
84,36.7,97,7.2
91,36.6,96,9.3
108,36.6,99.4,7.6
99,36.5,96.1,9.5
95,36.5,97.3,5.9
85,36.9,95.9,13.7
92,36.7,98.7,6.2
93,36.8,96,13.9
84,36.4,99.9,0
86,36.4,97.3,1.2
63,36.2,98.6,0
86,36.1,96.6,0
82,36.3,99.2,0
91,36.8,98.1,9.1
87,34.2,97.5,0
75,36.8,96.3,7.9
77,36,97.7,0
93,36.4,95,7.9
88,36.7,98.2,6
83,36.6,100,0
79,36.3,96.9,0
81,36.5,99.7,0
81,36.8,98.2,5.9
91,37.1,99.5,12.3
93,36.4,95.7,6.5
84,36.2,90.2,10.8
82,36.5,96.2,4.2
81,36.4,96.6,1.1
85,36.6,95.2,9.1
82,36.5,99.1,0
78,36.5,96.3,2.8
90,36.7,96.2,10.6
93,37,98.5,12.9
93,36.8,97.6,10.7
94,35.8,95.5,0
93,36.3,96.1,3.7
94,37.3,98.7,18.8
84,36.8,99,5.2
82,36.7,97.5,5.6
78,36.1,97.5,0
78,36.4,98.3,0
80,36.4,97.1,0
81,36.7,97.4,5.5
85,36.5,91.8,13.9
82,35.7,91.5,0
81,36.5,97.8,0.7
81,36.8,95.7,10.9
69,36.8,96.6,5.5
88,36.4,95.5,5.4
83,36.3,97,0
85,36.7,99.3,2.9
58,36.8,99.1,0
51,36.3,98.7,0
71,36.2,95.1,0
88,36.6,100,0.4
86,36.4,95.7,4.4
82,36.8,95.7,11.2
79,37.3,95.9,19.9
81,36.6,95.7,6.9
99,36.5,97.1,7.5
86,36,99.5,0
92,36.5,99.5,0.6
93,36.7,95.4,13.1
81,36.6,99.8,0
81,36.5,98.3,0
91,36.3,99.3,0
84,36.2,90,11.2
82,36.8,95.9,10.8
77,36.8,97,7.1
89,36.1,96.6,0
94,36,98.5,0
77,36.4,98.8,0
80,36.7,95.5,9
81,36.3,99.6,0
91,35.9,96.1,0
79,36.3,95.8,0.1
80,36.3,99.8,0
90,36.6,99.8,1.4
83,36.6,97.3,4.3
82,36.3,97.9,0
100,36.7,99.9,6.2
89,36.2,92.3,8.1
87,36.2,99.6,0
83,36.6,94.7,9.5
91,36.5,98.9,1.5
84,35.8,97.9,0
91,36.6,96.8,7.7
84,36.2,96.7,0
76,36.2,99.3,0
80,36.4,95.2,3.6
90,36.8,99.8,5.4
94,36.9,96,16.2
94,37.3,98.7,18.8
94,36.6,99.3,3.6
71,36.5,96.6,0.1
78,36.9,98.3,6.8
83,36.6,98.4,2.1
91,36.4,96.2,4.9
84,37,93.6,20
74,36.3,97.2,0
75,36,91.2,2.1
89,36.6,95.7,9.3
83,36.4,97.9,0
80,36.8,98.7,4.6
84,36.6,95.2,8.8
91,36.6,96.3,8.7
93,36.6,97.6,6.7
81,36.7,96.3,7.7
76,36.6,98,0.8
80,36.5,99.5,0
91,36.3,99.6,0
84,36.8,99.7,3.8
82,36.5,99.9,0
85,36,97.5,0
82,36.1,99.7,0
79,36.9,97.8,8.1
80,36.7,92.7,14.6
90,36.9,98.7,9.6
83,36.4,99.9,0
80,36.4,95.8,2.4
81,36.3,99.9,0
81,37.2,98.5,13.3
91,37.3,97.4,20.5
76,35.9,96.3,0
72,35.9,98.6,0
79,36.3,99.4,0
80,34,97.1,0
90,36.6,96.6,7.8
79,36.1,95.2,0
76,36.8,95.9,9
80,36.5,99.4,0
81,36.7,96,8.3
81,36.7,92.3,15.7
91,36.5,97.4,4.5
84,36.2,96.5,0
78,36.4,98,0
90,36.3,97.8,0
87,36.4,96.6,2.9
82,36,95.2,0
74,36.7,98.6,1
83,36.9,99.9,5.1
85,36.3,98.3,0
79,36.9,97.6,8.5
79,36.6,99.6,0
90,36.3,99.8,0
83,36.2,99.7,0
82,36.6,99.1,0.4
91,36.4,95.6,6.1
84,36.5,99.2,0
91,37,98.8,11.7
81,36.7,98.4,3.5
81,36.4,96,2.3
81,36.4,99.8,0
81,36.5,98.1,0.1
57,36.7,99.1,0
84,36.2,97.8,0
91,37.1,99.8,11.7
87,36.7,97.7,6.7
92,35.9,93.9,0
94,36.2,99.1,0
95,36.9,97.1,14.3
94,36.8,96.1,14
88,36.8,98.5,7.4
83,36.6,96.6,5.7
97,36.8,98.9,9.3
85,36.5,96.7,4.1
82,36.2,92.4,5.8
62,36.4,96.7,0
72,36.4,95.4,0.8
76,36.8,97.5,5.8
75,36.4,99.5,0
94,36.2,97.7,0
94,36.9,95.6,17
94,36.8,98.7,8.8
77,36.8,86,29.1
90,37,97.4,14.2
99,36.3,99.8,0
95,36.5,99.2,2.1
85,36.8,98.8,5.9
92,36.7,96.4,10.8
93,36.4,95.9,6.1
98,36.3,98.1,1.2
86,36.4,97.7,0.4
81,36.4,96.5,1.3
81,36.8,96.5,9.3
91,36.8,99.3,6.7
84,36.6,97.2,4.8
80,36.8,99.4,3.2
81,36.1,97.8,0
82,36.7,96.1,8.4
93,36.7,97.4,9.1
82,36.2,97.3,0
57,36.6,99.3,0
67,36.5,96,0.1
87,36.4,96.3,3.5
83,36.5,95.6,5.7
91,36.5,97.9,3.5
64,36,96.9,0
85,36.4,92.7,10.1
92,36.5,95.3,9
83,36.2,95.9,0
91,36.2,95.7,1.9
93,36.4,99.8,0
77,36.7,99.5,0.1
89,36.7,96.1,10.5
104,36.7,98.5,10.2
113,36.4,97.6,8.7
85,36.8,99.1,5.3
85,36.4,96,3.5
82,35.8,96.5,0
81,36.7,91.3,17.7
83,36.5,95.5,5.9
85,36.5,88.7,20.1
82,36.5,97.6,1.4
78,36.4,95.6,2.2
79,36.5,96.8,2.1
73,36.7,96.8,4.3
71,36.3,97.1,0
75,36.4,93.4,5.7
73,37.1,96.6,12.7
66,36.8,97.8,2.2
77,36.3,95.2,0.7
84,36.3,99.9,0
91,36.6,99.8,1.7
79,36.3,97,0
84,36.6,95.8,7.6
74,36.9,100,2.2
76,36.6,94.7,7.4
69,36.3,95.4,0
78,36.6,96.1,5.2
72,36.6,97,1.6
72,36.3,91.5,6.6
68,36.4,91.1,8.2
71,36.5,97.2,0
70,36.3,95.8,0
71,36.2,96.4,0
70,36.7,99.7,0
69,36.4,100,0
68,36.5,96,0.4
67,37,99,4.1
66,36.8,96.7,4.4
67,36.4,96.3,0
65,38.5,98,35.5
65,36.2,97.2,0
64,36.6,95.1,3
75,37.1,95.1,16.3
68,36.4,93.6,3.2
67,36.6,96.2,1.7
65,36.5,95.1,1.3
65,36.8,96,5.5
66,36.4,99.9,0
67,36.8,99.4,0
66,36.2,97.6,0
64,36.3,99.8,0
63,35.8,97.7,0
64,36.4,99.1,0
63,36.7,96.2,2.5
77,36.4,95.2,2.7
73,36.4,96.8,0
66,36.2,99.7,0
69,36.5,99.7,0
78,36.4,97.1,0
80,36,99.1,0
76,35.8,97.4,0
80,36.4,98.3,0
75,36.5,95.4,3.7
73,36.6,95.4,5.1
88,36.3,97.7,0
86,37.1,97.7,14.4
100,36.8,98.1,11.8
81,35.8,96.1,0
90,36.9,97.4,12.2
81,36.2,98.4,0
91,36.1,97.9,0
81,36.7,99.9,0.5
81,36.9,95.4,13.5
81,36.2,98.3,0
91,36.8,97.2,10.9
76,36.6,98.7,0
80,36.3,99.3,0
90,36.5,95.1,8.8
92,36.4,96.1,5.4
87,36.6,99.9,0.3
92,36.6,96.5,8.6
94,36.6,97.1,8
84,37.3,99.6,14
91,36.3,99.2,0
83,38.4,98.9,37.1
82,36.4,97.8,0
81,36.8,94.5,13.3
81,36.4,99.7,0
85,37.1,95.5,18.5
81,36.5,95,6.3
85,36,99,0
63,38.2,98.9,27.1
86,37.1,96.2,17.4
98,36.5,98.1,5.2
106,36.3,97.6,4.6
85,36.8,97.7,8.1
82,36,96,0
77,36.9,95.8,11.5
98,36.2,98,0
86,36.8,98.8,6.2
82,36.4,96.8,1
85,36.6,96.6,6.3
82,36.4,96.2,2.2
81,36.2,97.1,0
91,36.8,99.1,7.1
93,36.7,87.3,29.3
84,36.5,96.9,3.4
82,36.1,98.9,0
81,38.2,96.1,38.1
108,36.8,94,22.4
88,36.4,98.6,0
87,36.7,98.4,5.3
82,36.6,96,6.6
85,35.7,96.7,0
98,36.6,95.9,11.6
78,36.4,96.3,0.8
80,37,87.1,31.8
77,36.1,94.2,0
89,36.2,95.4,1.9
93,36.2,98.5,0
93,36.7,91.7,20.5
94,36.5,95.2,9.8
94,36.1,96.6,0
94,36.1,98.1,0
89,36.6,98.4,3.9
93,36.5,99.1,1.7
94,36.7,97.4,9.4
94,36.4,98.9,0.4
94,36.4,97.4,3.4
82,36.3,97.7,0
77,36.3,97.1,0
79,36.4,91.9,9.9
90,36.6,96.8,7.4
80,36.7,98.9,2.2
77,36.1,99.3,0
77,36.4,98.7,0
78,36.9,91,21.4
90,36.6,98.6,3.8
77,36.7,99.4,0.3
64,36.3,97.3,0
80,36.4,97.7,0
61,36.3,97.2,0
85,36.5,94.6,8.3
91,36.1,95.8,0
91,35.9,98,0
93,36.3,95.5,4.9
105,37,97.2,19.1
87,35.7,96.9,0
92,37,97,15.6
93,36.3,99.6,0
84,36,98.5,0
97,36.8,98.3,10.5
85,36.7,97.9,5.7
90,36.9,95.3,16.4
94,36.8,98.9,8.4
84,36.2,99.3,0
81,37.2,95,20.3
74,36.6,99.8,0
77,36.8,94.7,11.7
83,36.1,96.4,0
81,36.2,97.3,0
75,36.5,98.8,0
72,36.5,95.2,3.2
59,35.8,95.4,0
79,36.6,87.9,21.9
78,36.4,96.8,0
90,36.4,92.3,12.4
81,36.8,96.9,8.5
81,36.7,95.5,9.3
77,36.8,95.4,10.3
80,36.7,98.6,2.8
73,36.3,96.5,0
75,36,95.3,0
60,36.4,95.2,0
68,36.5,95.3,1.8
81,37.2,96.8,16.7
79,35.6,98.2,0
83,36.6,95.7,7.5
74,36.5,98.3,0
60,36.1,95.9,0
68,36.4,98,0
75,36.9,95.7,11.1
77,37,97.5,10.1
78,37.1,99.1,9.2
79,36.6,99.9,0
79,36.5,93.3,9.1
78,36.4,97,0
94,36,93,4.2
94,36.2,97.4,0
95,36.1,95.2,2.1
99,36.2,96.4,2.9
85,36.6,98,3.5
103,37,98.4,16.1
96,36.4,97.9,3
84,35.9,90,5.2
97,36.9,99,11.1
85,36.4,97.3,0.9
92,38.9,97.7,52.2
93,36.9,95.4,17.1
94,36.8,99.9,6.4
94,36,96.7,0
99,36.2,98.4,0
86,37,96.6,14.6
92,37.2,96.4,20.8
84,36.4,95.7,3.8
92,36.7,98.4,6.8
84,36.4,99.1,0
82,36.1,99.5,0
81,36.6,98.8,0.7
80,35.9,98.9,0
77,36.4,96.5,0.1
76,36.7,97.6,3.6
80,36.6,96.8,4.4
76,36.4,95.8,1.2
94,36.8,99.5,7.2
100,36.7,97.8,10.4
86,36.4,96,3.8
92,36.6,95.6,10.4
84,37,99.2,8.8
79,36.4,95.7,2.3
72,37.1,97.4,10.8
71,37,99.7,3.9
76,36.1,99.4,0
77,36.1,97.1,0
78,36.6,99.5,0
90,36.4,98.1,0.8
82,36,98.5,0
78,36.4,99.6,0
78,36.5,96.6,2.2
78,36.6,98.4,0.6
73,36.7,96.4,5.1
79,37.1,97.5,12.7
94,36.4,99.4,0
94,36.6,95.9,10.4
95,36.2,97.7,0
94,36.6,90,22.2
100,36.3,98.9,0.2
96,36.2,99.6,0
84,36.7,96,9.2
82,36.5,98.8,0
81,36.8,97.8,6.7
91,36.3,98.5,0
84,36.6,86.5,26.2
74,36.7,98.8,0.6
79,36.6,95.2,7.3
84,36.6,99,1.2
80,36.3,96.3,0
90,34.2,98.8,0
93,36.9,97.9,12.1
80,36.6,97.5,3
81,36.4,96.3,1.7
81,36.2,88.5,13.3
74,36.4,98.4,0
79,36.4,95.1,3.5
90,36.4,99.6,0
93,36.5,95.1,9.7
84,36.2,98.3,0
82,36.4,98.2,0
81,36.3,97.8,0
91,36.4,97.9,1.5
79,36.6,98.9,0
81,36.2,97,0
90,36.2,91.7,9.6
83,36.1,95.7,0
91,36.6,97.1,7.1
99,36.4,98.3,3.1
84,36.7,95.2,10.8
82,36.6,98.2,2.2
77,36,99,0
80,36.4,99.9,0
81,36.6,97,4.3
91,36.2,99.8,0
93,36.9,95.9,16.1
81,37.1,98,12.3
74,36.1,96.8,0
89,36.3,98.4,0
83,36.3,97.7,0
82,36.5,97.3,2
81,36.2,98.9,0
81,36.1,96.9,0
76,36.3,97.2,0
83,36.4,98.1,0
91,36.3,95.5,4.3
76,36.4,99.2,0
72,36.2,95.4,0
79,36.2,96.7,0
79,36.8,96.4,8.9
80,36.4,97,0
85,36.5,99.4,0
80,36.9,97,10
84,36.4,98.9,0
92,37,99.3,11
102,36.7,96.9,12.8
87,36.5,98.5,1.1
92,36.5,98.8,2
94,36.1,96.8,0
93,36.8,95.1,15.7
87,36.6,97.2,5.7
83,36.5,99.4,0
82,36.5,95.7,5.2
81,37,96.9,12.5
74,36.4,95.5,1.2
89,36.4,95.6,5.5
75,37.1,97.5,11.5
89,36.3,95.1,4.5
87,36.1,97.4,0
82,36.4,98.5,0
83,36.3,95.7,1.5
78,36.5,92.7,10
84,36.8,99,5.2
85,36.5,94.3,8.9
82,36.3,94.5,3.6
81,36.4,100,0
91,36.3,97.7,0
81,37.1,95.8,16.7
77,36.6,98.8,0
80,36.4,95.9,2.2
81,36.7,95.9,8.5
81,36.6,96.1,6.1
91,36.8,99.2,6.9
81,36.5,98.8,0
80,36.5,99.9,0
90,36.2,95.3,2.4
80,35.8,98.8,0
90,37,95.7,17.6
83,36.3,99.1,0
62,37,95.4,9.8
82,36.4,96.2,2.2
85,37,93.1,21.3
82,36.7,99.8,1
74,36.6,96.9,2.4
83,36.3,97.2,0
101,36.9,97.3,15.7
97,36.5,96.9,7.3
85,36.3,96,1.5
82,36.3,100,0
78,36.3,97.4,0
90,36.5,91,17
93,36.6,96.4,9.1
94,36.8,97.1,12
100,36.5,96.5,9
86,36.1,96.4,0
82,36.6,99.9,0
81,36.4,98,0
77,36.7,99.9,0
72,36.8,99.8,0
93,36.4,99.8,0
80,36.3,96.6,0
82,36.1,99.4,0
85,36.3,97.3,0
82,36.8,95.3,12
75,36.5,93.2,8.1
75,36.6,96.8,2.9
89,36.3,95.3,4.1
82,36.4,98.7,0
77,36.5,99.6,0
67,36.3,96.8,0
87,36.2,98.6,0
75,36.4,99.6,0
75,36.6,99.3,0
72,36.7,96.6,4.4
88,36.8,91.8,20.8
64,36.1,97,0
76,36.5,97.2,0.4
69,36.6,96.4,1.9
95,36.7,96,12.5
72,36.2,95.3,0
54,36.9,97.7,0.8
89,36.3,98.9,0
76,36.4,96.5,0
101,36,97.6,0
102,36.3,98.4,1.8
67,36.4,97.4,0
69,36.6,99.3,0
87,36.5,95.8,6.5
92,36.6,98.3,5
94,35.9,96.5,0
93,36.2,98.5,0
77,36.6,97.6,1.9
90,36.4,99,0
94,36.1,99.7,0
80,36.1,92.8,2.4
90,36.5,96.3,6.4
93,36.4,95.8,6.3
100,36.6,96.9,10.2
101,36.7,99.1,8.1
102,38.4,97.1,46.4
102,36,95.1,2.4
102,36.4,95.6,9.4
101,36.7,89.3,27.7
97,36.4,95.1,8.9
95,36.7,97.6,9.3
95,36.3,98,0.5
94,36.3,97.6,1
94,36.3,99.5,0
88,36.5,95.1,8.2
59,36.3,96.4,0
85,36.3,96.4,0.7
92,36.7,94.8,14
82,36.2,99.1,0
91,36.2,95.6,2.1
87,37,97.5,13.1
79,36.3,99.8,0
90,36,97.9,0
83,36.8,96.4,10.1
92,36.8,95.4,14.8
90,36,95.5,0
87,36.5,91.4,15.3
58,36.4,99.1,0
83,36.5,97.1,2.7
74,36.9,95.9,10.4
78,36.3,99.4,0
101,36.5,95.5,11.3
96,36.3,96.8,3.2
95,36.8,96,14.5
95,36.1,99,0
100,36.7,99.5,7
102,36.2,95.2,6.2
107,36.3,96.3,7.5
97,36.2,94.8,5.5
85,34.1,98.1,0
78,36.5,98.2,0
80,36.5,96.2,3.6
87,36.6,96.6,6.9
79,37,99.2,7.3
80,36.5,96.6,2.8
90,36.4,95.1,6.8
81,36.3,99.6,0
77,36.5,96.7,1.7
84,36.1,97.2,0
76,36.2,91.7,5.4
112,36.7,92.8,24
99,36.4,98.2,3.3
82,36.5,97.8,1
73,37,95.7,12.5
89,36.2,97.7,0
83,36.3,98.1,0
82,36.3,99,0
81,36,98.8,0
85,36.5,97.4,2.7
69,36.4,96.3,0
74,36.8,93.7,12.8
79,36.3,98.2,0
73,36.5,96.8,0.3
79,36.9,98.8,6.1
78,36.9,99.3,4.8
80,35.6,97.9,0
81,37,95.9,14.5
68,36,95.9,0
74,36.6,95.9,4.4
79,36.6,96,5.7
78,36.6,99.2,0
80,36.3,97.6,0
81,36.5,98.9,0
91,36.5,96.8,5.7
84,36.9,100,5.2
91,36.3,97,1.3
93,36.2,95.3,3.3
94,36.7,98.2,7.8
94,36.6,98.4,5.4
84,36.7,98.6,4
91,36.9,97.7,11.9
84,36.8,92.9,17.4
91,36.4,95,7.3
99,36.7,95.3,15.1
95,36.4,92.2,14.1
80,36.7,98.7,2.6
81,36.3,97.9,0
85,36.5,99.2,0
78,36.4,97.1,0
83,36.5,99.8,0
91,36.4,98.4,0.5
93,36.7,95.6,12.7
95,37.2,97.9,18.7
91,36.2,92.7,7.9
82,36.4,95.7,3.2
81,36.5,96.1,4.1
79,36.2,95.7,0
90,36.6,91.6,17.8
93,36.3,98.5,0
94,36.3,99.4,0
83,35.7,96.6,0
94,36.6,96.9,8.4
76,36.3,96.2,0
80,36.3,99.8,0
80,36.5,96.7,2.6
90,36.6,97.8,5.4
93,36.7,96,11.9
105,36.1,99.9,0
87,36.9,92.9,20.3
83,36.7,96.2,8.5
77,36.6,97.7,1.7
80,36.4,98.1,0
81,36.9,96.6,11.1
79,36.8,96.1,9.5
101,36.3,97.6,3.1
78,36.9,95.2,13
90,36.8,97.1,10.8
93,36.8,96.5,12.9
94,36.5,98.5,3.2
84,36.5,96.6,4
77,36,99.4,0
61,36.2,90.4,3.5
76,36.2,96.6,0
78,36.6,99.7,0
80,36.5,96.5,3
78,36.9,96.6,10.2
84,36.3,98.4,0
91,37.1,97.1,17.1
84,36.5,97.2,2.8
82,36.8,97.8,7
81,37.1,98.1,12.1
81,36.5,96.5,3.3
80,36.4,98.9,0
81,36,95.6,0
90,36.4,95.4,6.2
93,36.3,96.9,2.1
84,36.4,98.8,0
86,36.9,99.5,6.8
86,37.2,99.3,13.2
92,36.4,96.6,4.4
84,36.5,99.3,0
85,36.4,98.7,0
81,37.3,97,18.3
81,36.7,96.9,6.5
99,36.2,93.5,8.7
86,36.3,97.5,0
92,36.6,96.9,7.8
93,36.5,97.3,5.3
83,36.5,98.1,0.7
79,36.8,99.4,2.9
78,36.7,95.1,9.2
101,36.1,98.3,0
96,37,97.4,16
100,36.6,96.8,10.4
96,36.5,97.6,5.6
95,37.1,93.1,26.3
105,36.9,96.9,17.7
97,36.5,95.6,9.9
95,36.6,97.1,8.3
100,36.4,95.7,8.6
96,36.7,98,8.8
100,36.8,95.8,16.4
84,36.3,95.5,2.2
97,36.4,99.6,0
95,36.3,97.6,1.3
95,37,99.6,11.3
94,35.9,96.5,0
94,36.6,97.7,6.8
84,36.7,94.8,11.6
93,36.7,95.9,12.1
94,36.2,97.3,0
94,36.2,97.6,0
105,37.1,98.9,17.7
97,36.6,98.8,5.5
82,36.8,99.2,4.2
91,36.7,96.4,10.5
79,36.3,99.5,0
73,36.4,100,0
89,36.3,97,0.7
82,36.4,97.6,0
80,36.6,95.9,6.2
79,36.6,96,5.7
78,36.4,95.6,2.2
78,36.3,96.9,0
73,36.6,95.2,5.5
71,36.3,96,0
88,36.3,96.8,0.8
81,36.4,96.8,0.7
81,36.5,99.9,0
80,36.5,97.1,1.8
91,36.5,96.2,6.9
93,36.4,98,1.9
84,36.2,98,0
77,36.4,97.3,0
84,36.3,95.5,2.2
80,36,95.7,0
90,36.5,97.6,3.8
100,36.7,99.2,7.6
96,36.4,87.7,23.4
107,36.4,98,6.1
109,36.8,90.4,29.9
88,36.5,90.2,18
81,36,92.2,1.9
85,36.4,98.9,0
82,36.5,97.8,1
79,36.5,98.8,0
80,36.7,99.2,1.6
90,36.1,98.8,0
93,37,98.2,13.5
82,36.2,99.7,0
74,35.7,95.3,0
77,36.7,97.9,3.3
80,36.2,98.6,0
81,36,96.7,0
81,36,98,0
91,37,96.7,15.9
84,37,97.3,12.6
95,37,96.9,16.7
94,36,95.3,0
95,34.5,99.2,0
60,36.8,99.7,0
79,35.7,96.3,0
90,36.1,100,0
94,36.3,95.4,5.4
80,37.1,96.4,15.2
86,36.6,99.6,0.6
92,36.3,98.5,0
93,36.1,97.6,0
84,36.2,96,0
100,36.2,96.6,2.8
79,36.7,97,5.7
80,37.1,97.2,13.6
85,36.3,98.4,0
92,36.5,98.3,3
76,36.2,98.6,0
80,36.7,95.9,8.2
81,36.6,97,4.3
102,36.6,96.3,12
84,36.5,99.1,0
63,37,99.4,2.1
90,36.6,98.5,4
86,36.5,95.5,6.8
82,36.7,98.4,3.8
68,36.1,99.5,0
60,36.5,96.7,0
84,36.3,99.9,0
80,37.1,98.5,11
77,36.1,99,0
80,37,98.2,9.6
76,36.8,92.5,15.8
83,36.9,99.6,5.7
82,36.1,97.4,0
81,36.7,99.7,0.9
81,36.4,95.5,3.3
81,36.9,97.6,9.1
81,36.3,98.9,0
73,36.6,98,0
71,36.4,95.2,0.9
78,36.4,98.7,0
80,37.4,97,20
80,36.7,97.4,5.2
81,36.7,90.6,19.1
91,36.6,96.7,7.9
93,36,98.2,0
94,36.4,97.4,3.4
80,36.9,99.5,5
81,36.6,98.4,1.5
79,36.1,99.2,0
80,36.8,98.7,4.6
73,36.4,99,0
79,36.4,99.2,0
90,36.8,95.4,14.2
79,35.8,95.6,0
90,36.4,95.5,6
83,36.5,99.2,0
82,34.2,98.7,0
62,36.1,98.3,0
79,36.4,98.2,0
84,36.3,97,0
58,36.3,96.7,0
74,36.6,96.1,4
60,37.3,94.2,17.6
75,36.2,95.5,0
89,36.8,99.5,5.7
83,36.5,98.1,0.7
68,36.3,99.5,0
73,36.4,95,1.9
66,36.7,98.6,0
58,36.4,98.3,0
59,36.4,97.3,0
75,36.5,96.5,1.5
89,37,99.3,10.1
100,36,98.6,0
85,36.6,99.8,0
96,36.2,99.2,0
112,36.5,99,7.6
94,36.4,95.7,6.8
94,36.9,99.6,9
80,36.7,99.6,0.8
60,36.3,99.7,0
84,36.2,98.1,0
78,37.2,96.2,17
73,36.4,95.3,1.3
74,36.6,95.8,4.6
83,34.9,97.1,0
85,36.4,96.6,2.3
82,36.2,96.7,0
81,36.8,94.1,14.1
85,36.4,99.7,0
63,36.4,95.1,0
73,36.6,98.4,0
79,37.3,94.5,22.7
68,37.3,99.1,10.2
70,36.7,99.3,0
66,36.5,99.2,0
87,36.9,99.8,6.5
97,36.7,93,19.1
84,36.6,98.5,2.2
82,36.8,99.5,3.6
84,36.3,97.9,0
91,36.2,98.1,0
87,36.7,97.3,7.5
73,36.6,96.2,3.5
79,36.7,97.2,5.3
80,36.3,98,0
90,36.4,95.9,5.2
79,36.5,98.5,0
84,36.4,96.3,2.6
91,36.5,95.1,9.1
87,36.8,99.2,5.7
83,36.6,94,10.9
91,36.4,93.5,10.3
80,36.7,97.8,4.4
76,38.9,91.2,60.4
90,36.3,97,1
81,36.6,96.4,5.5
81,36.3,99.2,0
91,36.9,96.2,14.9
84,36,96,0
91,36.6,97.9,5.5
84,36.6,98.2,2.8
74,36.3,99.7,0
72,36.4,97.3,0
74,36.6,99.3,0
79,36.4,96.3,1.1
81,36.3,97.2,0
80,36.4,98.3,0
81,36.8,93.7,14.9
84,36.8,99.9,3.4
82,36.8,99.4,3.8
81,36.7,98.9,2.5
78,36.7,97.8,3.8
73,36.7,99.3,0
79,36,98.1,0
80,36.5,99.3,0
91,36.2,96.7,0
79,36.7,96.5,6.7
78,36.9,96.4,10.6
90,37,96.5,16
83,36.9,96.1,12.7
82,36.4,96.3,2
85,36.8,98.7,6.1
80,36.7,96.1,7.8
96,37,97.9,15
85,36.6,99.8,0
73,36.3,95.9,0
94,37.2,99.7,14.8
105,36.5,99.5,4.5
108,36,97.1,0.2
84,36.4,97.8,0
82,36.5,96.4,3.8
82,36.2,99,0
77,36,97.9,0
90,36.7,95.9,11.2
99,36.7,96.5,12.7
78,36.8,98.1,5.2
90,36.4,97.8,1.4
93,36.9,97.8,12.3
87,36.3,96.2,1.7
75,36.8,98.8,2.9
79,36.6,95.5,6.7
91,35.8,97.4,0
84,36.8,96,11.2
102,36.6,97.7,9.2
87,38.2,97.8,36.5
80,36.5,99.9,0
80,36.8,97.4,7.2
73,36.4,95.8,0.3
55,36.6,99.4,0
72,36.8,96.4,6.8
75,36.7,99.5,0
75,36.8,98,4.5
79,36.7,98.7,2.3
81,36.6,98,2.3
81,36.7,95.3,9.7
79,36,95.2,0
77,35.6,98.4,0
90,36.7,97.8,7.4
80,34.2,95.2,0
102,36.4,92.1,16.4
87,36.6,99.5,1.1
103,35.8,96.6,0
91,36.8,98.8,7.7
84,36.3,97.2,0
79,36.8,95.3,11.1
72,37,97.3,9
89,36.5,99.7,0
89,36.2,96.2,0.3
88,36.5,95.7,7
92,36.5,99.9,0
65,36.8,95.6,6.3
86,37.1,100,9.8
82,36.5,98.6,0
81,36.2,97,0
74,36.6,99.4,0
75,36.4,97.3,0
79,36.4,95.6,2.5
73,36.7,99.4,0
67,36.3,97.8,0
77,36.6,96.1,4.9
68,34.6,97.1,0
76,36.4,90.1,12.6
80,36.5,97.3,1.4
84,36.2,95.1,1
82,36.1,99.4,0
85,36.1,98.5,0
86,36.3,99.1,0
92,36.4,95.2,7.2
93,36.7,96.1,11.7
94,36.4,98.9,0.4
94,37,90.1,30
94,36.3,99.7,0
83,36.5,93.8,9.3
82,36.2,97.6,0
91,36.6,95.5,10.3
93,36.5,99.6,0.7
84,36.5,99.1,0
80,36.6,99.2,0
91,36.3,98.9,0
87,36.8,98.1,7.9
86,36.4,99.9,0
93,36.5,97.4,5.1
94,36.6,99.2,3.8
94,36.7,98.2,7.8
84,36.8,98.1,7
91,36.7,97.8,7.7
98,36.9,96.3,16.8
95,36.6,97.9,6.7
94,36,96.5,0
85,36.3,95.9,1.7
85,36.5,96.9,3.7
75,36,97.9,0
79,36.7,96.5,6.7
90,36.6,96.5,8
83,36.6,99.8,0
82,35.8,97,0
81,36.4,99,0
79,36.6,99.4,0
79,36.5,97.3,1.1
91,36,95.1,0
84,36.5,98.9,0
91,36.1,95.9,0
80,36.5,99.2,0
90,38.3,98.4,38.2
93,36.4,95.5,6.9
94,36.3,99.3,0
100,36.3,98.1,1.8
86,36.2,96,0
92,36.5,98.1,3.4
84,36.4,98.8,0
78,36.6,98.1,1.2
90,36.5,97.4,4.2
93,36.6,95.5,10.9
80,36.2,96.1,0
81,36.2,99,0
74,36.4,97,0
79,36,97.2,0
80,36.5,92.9,10.2
81,36,97.2,0
81,36.1,95.2,0
90,36.8,99.7,5.6
83,36.5,97,2.9
81,36.1,97.2,0
77,36.8,98.8,3.5
79,36,91,3.7
90,37.1,99.5,12
94,36.8,97.8,10.6
88,36.5,98.3,1.8
82,36.5,96.1,4.4
74,36.4,97.2,0
72,36.4,96.6,0
65,36.7,96.1,3.3
73,36.6,98.9,0
77,36.3,99.4,0
78,38,95.6,34.2
73,36.4,99.9,0
69,36.7,93.7,9.3
75,36.5,97,0.5
78,36.3,95.8,0
56,36.5,97.5,0
